text,label
PEST and SWOT are popular strategy tools. Discuss how the TWO(2) tools can be applied in manufacturing business environment.,Application
Explain the FOUR (4) roles of media during a crisis. Support your explanation with an appropriate example for each role. ,Comprehension
Explain the differences between ethical dilemma and ethical lapse.,Comprehension
Discuss FIVE (5) factors that are most likely to influence the effectiveness of upward communication. ,Comprehension
Draw the water surface profile when the rainfall intensity is more than the design rainfall so that the inlet of the cuivert is submerged. Explain how the flow rate can be computed in this case. ,Application
"Using the basic principles of socialism discussed in this course, evaluate the US economic system by providing key arguments to support your judgment.",Evaluation
State the importance of data generated from a given hydrophobicity plot. Describe the relevant information that can be deduced from the plot generated. ,Comprehension
"Propose a fertilizer placement method of nitrogen, phosphorus and potassium for a successful fertilization of a large mango tree. Justify your answer. ",Synthesis
Classify a person who scored 12 and 10 for acceptability  and confidence assuming equal cost of misclassification and current percentage of supporters being 40.,Comprehension
"There are three common types of brick in Malaysia, namely common brick, facing brick and engineering brick. Differentiate the properties and the applications among them. ",Analysis
"Just-in-time (JIT) attempts to remove delays, which do not add value. Explain how JIT copes with weather and its impact on crop harvest and transportation times. ",Comprehension
Explain FOUR (4) factors in the Globalization of Financial Markets. ,Comprehension
Compare and contrast between low context cultures and high context cultures. ,Analysis
Describe the main disadvantage of palm oil with an indigenous broad melting interval ranging from -20 to 50°C. Refined palm oil is further processed to improve its marketable value. Discuss this process in relation to the secondary products from refined palm oil. ,Comprehension
Argue critically with relevant examples.,Evaluation
Explain briefly 'designer' and 'professional designer'.,Comprehension
"Using Tom Duncan's levels of brand relationship intensity, explain the relationship between Apple iPhone and its customers.",Comprehension
"In your own words, describe Supply Chain Management (SCM).",Comprehension
"Critically appraise the five competitive forces encased within Porter's ""Five Forces"" model within the context of a profit-oriented organisation and discuss the threat posed to the firm by each of these forces.",Evaluation
Explain TWO (2) defects which are usually occur on the surface of finished concrete.,Comprehension
"You attempt to purify a single protein X from a complex mixture of proteins. Protein X has a large number of aspartic and glutamic acid residues and no lysine, arginine or histidine residues. Propose an adsorption column chromatography technique which could retain protein X but elute other contaminants at pH 7. State your assumption(s). ",Synthesis
Analyze and discuss the challenges and opportunities that social media creates.,Analysis
"Search engines are key means of attracting traffic to websites. As a new marketing executive with Munchy's Malaysia, recommend THREE (3) tactics used in search engine marketing (SEM). ",Synthesis
Solve the following optimization problem by using the golden section search method and terminate the computation when the length of the interval.  ,Application
Identify THREE (3) classification system of economy. ,Knowledge
Briefly discuss THREE factors with ONE example each that should be considered when determining fertilizer placement method. ,Comprehension
How does public health reporting differ today from reporting two years before,Analysis
Explain the criteria to be a substantial shareholder in Malaysia. Illustrate what and when a substantial shareholder of a listed company need to comply when he/she holds the directorship in it. ,Evaluation
Predict what happens to X if Y increases.,Application
Discuss various practices to achieve maximum yield and production of crude palm oil. ,Comprehension
Discuss in detail the THREE (3) major asset allocation strategies in managing portfolio. ,Comprehension
Pre-cast concrete retaining walls may be constructed with any or all of the joints. Describe the THREE (3) types of joints used. ,Comprehension
Define knowledge and provide an example of knowledge produced by a vehicle management system.,Knowledge
How does autonomy differ with age,Analysis
Justify whether the dam and sire are inbred or outbred. ,Evaluation
Calculate Jensen's measure (Jensen's alpha). Use it to assess the performance of the AOV's Portfolio during the year just ended. ,Application
Identify the standard peripheral components of a computer.,Knowledge
Discuss FIVE (5) advantages of IBS compared to conventional in situ concrete. ,Comprehension
"State any TWO (2) of Malaysia's rules, regulations or standards which are related to scaffolding and falsework. ",Comprehension
Recall the definition of the formula datatype from your assignment 2.,Knowledge
Illustrate Blake and Mouton's Managerial Grid leadership styles using a diagram. Explain each of the management style identified. ,Comprehension
Calculate the equilibrium level of output for four sectors economy with taxes. ,Application
Define Method in JAVA.,Knowledge
Support your answers with TWO (2) examples in everyday life for each strategy. ,Evaluation
Explain the psychological factors which influence consumer behavior. ,Comprehension
Give ONE common crossbreed for porker production in Malaysia and name the state in Peninsular Malaysia that has the highest production rate. ,Comprehension
Suggest and elaborate any TWO (2) efforts or methods that your company may use in order to gain competitive advantage over your competitors.,Synthesis
Make up a new language code and write material using it.,Synthesis
Define instructional materials. Provide an example of an instructional material for a subject. ,Comprehension
State how to find a word in a dictionary,Knowledge
when did saudi arabia start using internet,Knowledge
You have been assigned by your employer to manage their Instagram and Facebook business page. Suggest FIVE (5) ways to increase engagement with your social media users. ,Synthesis
Explain and differentiate between TWO types of aggregations when colloidal particles are unstable.,Analysis
Critically discuss how demographic characteristics would affect a product development in a foreign market.,Analysis
Describe an experiment to answer the question of the effects of weight on the fall of an object.,Application
How can you differentiate between...?,Analysis
Construct an analog circuit with the following specifications,Application
When did the second world war happen ,Knowledge
You are appointed to identify building defects for a new building. Briefly identify SIX (6) common construction problems you would expect for modern buildings. ,Comprehension
The Glass-Steagall Act of 1933 (Banking Act) restricted the asset powers of commercial banks in US to low-risk underwriting areas. List FOUR (4) requirements under Glass-Steagall Act of 1933.,Knowledge
Highlight  THREE  (3) differences  between  bitmap  images  and  vector  graphics.,Comprehension
Interpret FIVE (5) usage of Learning Management System as an emerging technology in the context of teaching and learning.,Comprehension
"Advise the five steps, as recommended by Porter and Millar, that can be applied by business managers in taking advantage of information technology.",Synthesis
List down the environmental factors that an international marketer should consider. ,Knowledge
Suggest THREE (3) methods Game2 can take to prevent damage to its Web sites and continuing operations.  Justify your answer.,Evaluation
Draw a table indicating purification fold and yield at each step. ,Comprehension
Construct the 4-Bit Ripple carry Adder Circuit,Application
Discuss the factors that affect the stability of high-rise buildings.,Comprehension
Define the term Radio Frequency Identification (RFID).,Knowledge
Judge whether it would be possible to survive on an island alone and blinded. Write about it.,Evaluation
Design a new animal to live in the jungle.,Synthesis
"The tyrosinase-containing solution was dissolved in 50 mM potassium phosphate buffer containing 0.01 mM NaCl, pH 6.5, before applying to a DEAE Sephadex A50 column. Suggest and explain how the mobile phase should be modified to elute the bound tyrosinase. ",Synthesis
Provide FIVE (5) examples on how HP can use text mining in other areas.,Application
Propose a strategy that minority can use to influence the majority. Support your answer with ONE (1) relevant example. Elaborate your example in details. ,Synthesis
How did Chinese newspapers differ from US,Analysis
Differentiate between qualitative research and quantitative research in terms of their goal and design.,Analysis
Discuss the potential profit and loss for the long straddle. ,Comprehension
What are major facts about particular cultures and societies,Knowledge
Compare this piece of music with the music recorded in CD quality. ,Comprehension
"Using an appropriate example, explain how static data can be shared effectively among several web resources.",Comprehension
Describe what hydraulic engineering is in your own words showing concrete examples. ,Comprehension
List down ALL types of brick wall and give explanations for each type of the wall. ,Comprehension
Do you think . . . is a good or a bad thing?,Evaluation
Describe  the  differences  between  HTTP  session  listeners  and  servlet  request listeners.,Comprehension
Provide TWO  (2) possible reasons why AirAsia  decide to offer this new online service.,Comprehension
Suggest a house-style and editorial policies for your newly introduced newspaper targeted at young readers aged between 15 to 25 years.,Synthesis
Calculate the carrier densities of the doped semiconductor at 400 K. ,Application
List four traits commonly used for the development of transgenic crops.,Knowledge
Would you have liked to have had Cinderella for a sister? Explain why or why not.,Evaluation
The major constituent of palm oil is triglyceride. Describe TWO reactions of triglyceride which could affect the quality of vegetable oils.,Comprehension
Evaluate the benefits and drawbacks of artificial drainage. ,Evaluation
Explain choices made in making recommendations to an end user.,Evaluation
State the purposes of risk assessment. ,Knowledge
Design and sketch the layout of a CMOS inverter. ,Synthesis
Determine the Macaulay duration and estimate the bond price if the yield increases by 100 basis points. ,Application
Conduct an investigation to produce information to support a view.,Analysis
Describe what multimedia is.,Knowledge
Explain the importance of using initial velocity to study enzymatic catalysis. ,Comprehension
Discuss FOUR (4) key components that involve in explaining an organizational crisis. Explain your answer with an example for each component. ,Comprehension
Compare and contrast between low context cultures and high context cultures. ,Analysis
Recommend to the management whether to use MP3 or RealAudio file format images and state THREE (3) reasons for your recommendations. ,Synthesis
when was the first airport in the yemen built,Knowledge
Identify the type of crisis based on time as a critical variable. ,Comprehension
Explain each inventory control method and suggest TWO (2) types of products for each method.,Synthesis
Explain the conceptual design process. ,Comprehension
Evaluate two Internet sources of information about the Egyptians. Which would be a better choice for your purpose and why?,Evaluation
Tell in your own words the beginning of the book.,Comprehension
Distinguish between products from physical and chemical weathering. ,Analysis
Explain what is meant by the term Interactivity.,Comprehension
How many years does this animal live?,Knowledge
Describe how Phillip and Timothy survived on the Cay.,Comprehension
"Differentiate the passages that attacked a political opponent personally, and those that attacked an opponent's political programs.",Analysis
"For any points which fall exactly on the curve, explain the combination of production for steel and bricks. ",Comprehension
Explain each inventory control method and suggest TWO (2) types of products for each method.,Synthesis
Describe the term 'urbanization' and discuss how urbanization influences the development of marketing and advertising strategies.,Comprehension
Develop an ABC classification system for the 10 items. ,Synthesis
Describe FIVE (5) categories of space.,Knowledge
Use the distance travelled and cost of petrol to calculate the cost of a coach trip using a spreadsheet.,Application
How would you express ________________?,Comprehension
Winer (2001) proposes a 7-component Customer Relationship Management (CRM) Model as a framework to implement a successful CRM program. Evaluate each of the seven components of the CRM Model.,Evaluation
"Referring to the advertisement design below, evaluate the usage of Dominance and Unity in principles of design.",Evaluation
"In a table, list EIGHT differences between GenBank and RefSeq DNA sequences. ",Comprehension
Define the basic concepts involved in incorporating technology in teaching English language at secondary school level. ,Comprehension
Reason why hunger cannot be simplified as yet another homeostatic process. Provide TWO (2) points. ,Comprehension
 How are the adolescents with ASD similar of different from each other in their sources of communication breakdowns ?,Analysis
Paraphrase the poem in your own words,Comprehension
Explain the FIVE (5) stages of organizational conflict according to Pondy's (1967) model. ,Comprehension
How would you justify . . . ?,Evaluation
Apply the Karush-Kuhn-Tucker conditions for this problem to derive an optimal solution.,Application
Explain how Referral Networks approach can be used as a tool to increase number of customers.,Application
Use a sketch too find the exact value of each expression,Application
Determine which Angus bull would produce the heaviest offspring (on average). Justify your answer. ,Evaluation
"Explain the term conjugal families, by making reference to the different types of societies to which they could belong.",Analysis
"Using the multiplier approach, suppose government increases spending to 2200 and decreases tax by 500, calculate the new equilibrium output level and the new balance of trade.",Application
"By using an appropriate diagram, explain how the open market operation (OMO) can put an upward pressure on the federal fund rate (FFR).",Comprehension
Discuss the advantages of dynamic logic circuit compared to the conventional static combinational logic circuit. ,Comprehension
Write a program that uses nested loops to print the following output:,Synthesis
About what proportion of the population of the US is living on farms?,Knowledge
Name the property that states that,Knowledge
"Given two possible solutions, A and B, to solving the given software development problem, decide on the best solution. Give your justification.",Evaluation
Illustrate SIX processes that occur in the hydrological cycle. ,Comprehension
Discuss the importance of knowing herbicide families and mode of action. ,Comprehension
Translate an equation into a spreadsheet formula.,Comprehension
Briefly discuss why the emergence of the data warehouse phenomenon is causing such interest in the business world.,Comprehension
Name one character. Rewrite the story from this character's point of view.,Synthesis
Use the Chapman-Kolmogorov Equations procedure to find the n-step transition matrix pUi for n = 2 and 5.,Application
Define Chiaroscuro and Sfumato technique.,Knowledge
Argue critically with relevant examples.,Evaluation
Discuss the importance of soil structure in vegetable farms. ,Comprehension
Briefly explain why fatty acids such as stearic acid can be used in Langmuir Blodgett (LB) film deposition and how the monolayer is formed.,Comprehension
Cloud computing evolved from earlier technologies. State them.,Knowledge
"Your advice has been sought to settle the following dispute in Company X. Referring to appropriate legal principles, write a short report advising the company on the best course of action to adopt.",Evaluation
Decide which candidate would best fill the position of principal.,Evaluation
Discuss the nature of socialism.,Comprehension
Recall the equation for the Ideal Gas Law.,Knowledge
State THREE advantages of pregnancy diagnosis in animal breeding. ,Knowledge
The general objective of inventory control is to minimize the total cost of keeping the inventory while making trade-offs. Elaborate the FOUR (4) major categories of cost in inventory control. ,Comprehension
Malaysian Code on Corporate Governance (MCCG 2017) encourages Board of Directors to improve shareholders' participations in decision making. Provide recommendations that will lead to more constructive use of Annual General Meeting (AGM). ,Synthesis
Draw a Picture Window layout design. ,Comprehension
Discuss TWO (2) key differences between stock warrants and stock options. ,Comprehension
"In a table form, differentiate between RefSeq and GenBank DNA sequences. ",Analysis
Compare and contrast Address Verification  System (AVS) and Card verification number (CVN).,Analysis
Make a radio announcement that advertise the book. Write it out.,Synthesis
Apply and integrate several different strategies to solve a mathematical problem (not according to one formula(,Synthesis
Discuss any THREE (3) ways by which an organization can benefit from e-commerce.,Comprehension
Critically discuss the quote above and explain FIVE(5) ways the interest groups can be more effective with relevant examples.,Analysis
Discuss the factors that you think may have affected the quality of newspapers in Malaysia and identify the key elements for a successful newspaper .,Analysis
Distinguish between chemically defined media and natural media.,Analysis
Briefly explain the differences between and Langmuir-Blodgett (LB) monolayer and self-assembled monolayer (SAM). ,Comprehension
Predict the challenge to implement an augmented  reality  application  in  UTAR campus.,Application
Evaluate the need for ethics in research.,Evaluation
Can you defend your position about . . .?,Evaluation
Explain how the heart is like a pump.,Comprehension
State in your own words where in the library to find previous issues of journals that are no longer in the display racks.,Comprehension
Distinguish between ‘land surveyor' and 'quantity surveyor'.,Analysis
Identify FIVE (5) points on how social media can be utilized by the organization during a crisis. Elaborate your answers with explanation for each point. ,Comprehension
"Assume that an economy is initially below the natural rate of output, due to the stock market crash in 2008. Explain what policy the government can implement in order to return the output to the natural level by using appropriate diagram.",Comprehension
"Name the amino acid residues with the single letter code ""EQRNHL"". ",Knowledge
Distinguish clearly between power and authority.,Analysis
Explain and justify a new budget.,Evaluation
Discuss the role of hydraulic engineering in the sustainable development and preservation. ,Comprehension
"Using an appropriate example, describe how competitive ELISA works. ",Comprehension
Explain briefly the design development process.,Comprehension
State the conditions necessary for the formation of enzyme's quaternary structure. Explain how quaternary structure could contribute to enzyme stability. ,Comprehension
"Using appropriate examples, differentiate between agglomerative  and divisive in the context of agglomerative hierarchical clustering.",Analysis
"Discuss critically, by using your understanding of nature and nurture.",Evaluation
"Microbiota-based models may be an alternative method to facilitate the use of data on the gut microbiota in certain diseases. For example, NextSeq 550 and NextSeq 550DX platforms have been used to detect gut microbiota in non communicable diseases. Compare and contrast both platforms with regards to their regulatory status, key applications and array scanning.",Analysis
Classify information systems based on the support IS can provide.,Comprehension
"""The slope has been standing for more than 15 years! So it is safe"" and ""Geological report shows that the slope is safe"". The above statements are the common misconception. Propose FIVE (5) construction controls to ensure the safety of construction of residential building on hill-site in Malaysia. ",Synthesis
Explain in one's own words how to create a query in a database.,Comprehension
Explain what a poem means.,Comprehension
Illustrate each of these situations with TWO (2) real-life examples.  ,Comprehension
"Use Porter's five competitive forces to analyze FiredUp, Inc.",Application
List FIVE (5) categories of Intentional Crises and FIVE (5) categories of Unintentional Crises. ,Knowledge
Formulate the profit for the company. ,Synthesis
Explain FOUR (4) benefits of using Digital-Out-Of-Home in advertising. ,Comprehension
Soil organic matter content will differ depending on environmental conditions. Justify with TWO examples. ,Evaluation
List TWO (2) advantages and TWO (2) disadvantages of printed newspaper advertising.,Knowledge
"State, define and list the advantage(s) and disadvantage(s) of the THREE animal selection methods for multiple traits. ",Comprehension
What criteria would you use to assess...?,Evaluation
Explain why the effectiveness of an expansionary monetary policy in increasing aggregate output is partially dependent on the interest sensitivity of the demand for money. ,Analysis
Describe conservation tillage and explain why it often requires a change in nutrient management. ,Comprehension
 List and explain TWO (2) advantages and THREE (3) disadvantages of economic growth. ,Comprehension
Informal communication network roles are equally important as formal ones. Describe any FOUR (4) of the influential roles and discuss the benefits each of the roles can bring to organizations. ,Comprehension
Summarize Jem’s beliefs about Boo Radley,Comprehension
"Besides Field Programmable Gate Array (FPGA), name one other type of programmable logic device. ",Knowledge
Express the following percentages as fractions in simplest form,Comprehension
Identify PayPal's business model.,Knowledge
"Discuss FIVE (5) principles that are central to relational leadership by Komives, Lucas and McMahon (1998). Provide ONE (1) example for each principle. ",Comprehension
"Critically review the strengths, weaknesses,  opportunities and threats of Associated Meats Sdn Bhd in light of the forecast trends and developments.",Evaluation
The option's premium represents the price of the option that change over time. Discuss FOUR (4) factors that affecting premium of an option.,Comprehension
"After examining the videotape of a play in a football game, determine the degree to which the defensive team performed effectively and",Evaluation
Propose  and justify ONE  (1)  international market-entry strategy  that   you   may   consider   to market your   products internationally.,Evaluation
Discuss the role of skimming and scanning as pre-reading activities. ,Comprehension
List down FIVE (5) types of shapes. ,Knowledge
Foundation design is required the study and examination of multiple components which is a highly specialized the function and usually is performed by a structural engineer. Inspect the components which have to include in the designing of a building foundation. ,Analysis
Describe SIX (6) factors that are affecting supply in the construction industry. ,Comprehension
List SEVEN (7) types of advertising. ,Knowledge
"In order to achieve high economy growth the government can implement expansionary fiscal policy, however, the effect of an increase in government spending can be taken aback by crowding out effect. Recommend and graphically explain the action that can be taken by Bank Negara Malaysia (BNM) to avoid this problem.",Synthesis
Draw TWO (2) logo design for food and beverage products. ,Comprehension
State the goal of integrated weed management and its essence.,Knowledge
"Write a TV show play, puppet show, role play, song or pantomime about..",Synthesis
What ideas can you add to...?,Synthesis
Igneous rock can be formed either underground or above ground. Elaborate. ,Comprehension
"“The efficient market hypothesis (EMH) states it is impossible to consistently outperform an efficient market and the only way an investor can possibly obtain higher returns is by purchasing riskier investments."" Justify the statement. ",Evaluation
Discuss the roles of construction industry in a country's growth. Provide evidences on how construction industries worldwide have contributed to the economic growths of their respective countries to enhance your discussions.,Analysis
Explain how RequestDispatcher mechanism in the context of Servlet and JSP technology  has the ability to  facilitate updating  and maintaining  information on job  advertisements  across  several  dynamic  web  pages.,Comprehension
Discuss TWO (2) common methods of managing inventory adopted by manufacturing and retailing companies. ,Comprehension
Discuss  ONE  (1) similarity  and  ONE  (1) difference  between  virtual  reality and augmented reality.,Analysis
"""Microsatellite tandem repeats are abundant in human promoters and are associated with regulatory activity (Sawaya et al., 2013).” Discuss the statement and support your views with examples. ",Evaluation
Give TWO examples how breeding is similar to natural selection. ,Comprehension
Define soil pH. ,Knowledge
Discuss how far you agree with this statement with emphasis on circulation management of a newspaper company.,Evaluation
Illustrate and explain how perfect competitive firms adjust in long-run if they are enjoying positive economic profit in short-run.,Comprehension
Define instructional materials. ,Knowledge
Use a judge and jury to discuss the statement 'Children enjoy Anthony Browne's books because of the illustrations'.,Evaluation
Distinguish automatic processing and controlled processing of information. Support your answer with TWO (2) relevant examples. Elaborate your examples in details. ,Analysis
Explain FIVE (5) characteristics of the construction sector. ,Comprehension
Advise Smith on any FIVE (5) types of information which should be included in the website.,Synthesis
Examine differences between the means of each individual switching factor.,Analysis
"Oxygen is effectively transported by hemoglobin, regulated by some allosteric effectors in human blood. Name these allosteric effectors and discuss how their presence increases effective delivery of oxygen to tissues.",Comprehension
Outline the aim of two studies within the ,Comprehension
"Using straight value depreciation, decide between two copper-nickel alloys for the design of a heat exchanger.  ",Evaluation
Rewrite the principles of test writing.,Comprehension
Create an equation to represent the solution to this problem.,Synthesis
"Discuss the THREE (3) important fundamentals in basic economic concepts that are opportunity cost, efficient market and marginalism. ",Comprehension
Briefly illustrate FOUR (4) influences of carbon on metal. ,Comprehension
Suggest a possible Java Web architecture(s) for the proposed application based on the case study.,Synthesis
Compare historical events to contemporary situations,Comprehension
Information systems value is determined by the strong relationships among THREE (3) major components. Name them.,Knowledge
Describe the differences between progeny and sib testings. ,Comprehension
"Company director can be removed by the shareholders during general meetings. However, the office of a director can become vacant under certain circumstances. Discuss FOUR (4) criteria for vacation of office.",Comprehension
 Estimate the epicentral coordinates of the earth-quake,Evaluation
"In your own words, how would you summarize the story up ",Comprehension
Sketch a graph that associates with a monopoly. Find the profit-maximizing level of output and label it as q*. Find the price that firm should charge and label it as P*. Explain how the profit-maximizing output and price the firm should charge are determined. Explain what the firm should do if marginal revenue is higher than marginal cost. ,Analysis
Contrast building in the coastal zone with building in a river floodplain.,Analysis
Currently the product life cycle for Apple iPod is in the 'growth stage'. Provide evidence to support your answer.,Evaluation
"Using the open economy multiplier approach, calculate the new equilibrium output level and new balance of trade if the government decreases spending to RM 1200 million and increases tax by RM 300 million. ",Application
State FOUR (4) reasons why level strategy is attractive to some companies in preparing aggregate production plan. ,Comprehension
Illustrate each of these situations with TWO (2) real-life examples.  ,Comprehension
Discuss the THREE (3) levels of organizational culture outlined by Schein. Provide your discussion with an example for each level. ,Comprehension
Describe about application and web servers.,Knowledge
The oscillating jet method is commonly used to study the surface/interfacial tensions. Give another THREE methods that are used to measure surface/interfacial tension. ,Comprehension
What data was used to evaluate ____________?,Evaluation
Design  a possible website structure to teach writing skills to children aged 4-6. There should be at least 3 components.,Synthesis
Explain THREE (3) broad categories of e-commerce with examples.,Comprehension
List two local variables in the main function,Knowledge
Translate the following algorithm into Java code,Comprehension
Explain why VLE could be better than RLE for this case.,Comprehension
Propose a set of alternatives for reducing dependence on fossil fuels that address both economic and environmental concerns.,Synthesis
Determine the volume density and area density on the (1 0 0) plane of a body center cubic cell with lattice constant of 5 Å. ,Application
Develop a plan for a new Olympic Bid System.,Synthesis
Identify which word begins with the same sound as the s in sun (Knowledge of letter s),Knowledge
Can you distinguish aged rums from unaged rums by smell,Analysis
Discuss the effectiveness of POST and GET methods in respect of flexibility and security.,Analysis
Compare any FIVE (5) differences between formal networks and informal networks. ,Analysis
"Using Nyquist Theorem, calculate the maximum sampling frequency.",Application
Briefly describe the advantages of MOET in cattle breeding. ,Comprehension
"If an electron in a hydrogen atom jumps from the first excited state to ground state, find the wavelength of the photon emitted. ",Comprehension
Give FIVE (5) differences between the bitmapped image  and vector graphics.,Comprehension
Differentiate between commercial letter of credit and standby letter of credit. ,Analysis
Briefly explain how Ant Colony Optimization (ACO) algorithm can be used to solve Travelling Salesperson Problem (TSP).,Application
Synthesize the need for ventilation as an engineering control.,Synthesis
Thomas (1976) has identified five styles in resolving a conflict such as avoidance. Explain the other FOUR (4) styles in resolving a conflict. ,Comprehension
Define standard operating procedures as highlighted.,Knowledge
Give TWO examples of natural and artificial means of the seed dispersal of weeds respectively. ,Comprehension
How does one specify the syntactical restrictions,Application
What is a textual index,Knowledge
"Define and list out the objectives of monetary policy, the quantitative versus qualitative instruments of monetary policy.",Knowledge
Propose TWO (2) strategies to resist persuasion. ,Synthesis
"Discuss, using appropriate examples, how OLAP operations would benefit in the credit card company.",Comprehension
"Besides LOCOS, name TWO (2) other applications which require thermal processes. ",Comprehension
How does your agency inspect against its expectation for operators ,Analysis
"Davenport (2000) discusses four emerging trends to be considered in designing future enterprise systems. Analyze each emerging trend, its relevance and importance to the designing of future enterprise systems.",Analysis
List FIVE (5) guidelines for spokesperson to follow during the media interview. ,Knowledge
"Explain the meaning of the expression ""robust model"". Specifically, justify your response if you heard a manager exclaim  'Uh-oh, we're in trouble! The calculated EOQ is wrong; actual demand is 10% greater than estimated'. ",Evaluation
Suggest FOUR (4) strategies that facilitate healthy adolescence development from the physiological psychology perspectives. Elaborate your answers with examples. ,Synthesis
Explain the relationship between HTTP GET method and URL Rewriting in the context of session management.,Comprehension
"Based on your knowledge, describe TWO (2) foreign bonds that are well known in the market. ",Knowledge
How many instructions in the instruction set of RISC computer?,Knowledge
Concrete mould can be fabricated using steel or plastic. Differentiate the characteristics of concrete mould that is produced by these materials. ,Analysis
Indicate the variables that are important in each of the canonical variates.,Knowledge
Estimate the value of the roughness parameter of the riverbed from the observed surface slope and velocity. Compare your computed value with generally known values for the present river bed. ,Analysis
How is . . . similar to . . .?,Analysis
"Suppose firms in industry Y are having an increase in demand. By using appropriate diagrams, explain the effect of an increase in demand and how industry Y achieves the long-run equilibrium in perfect competition. ",Analysis
Propose a line-up procedure that police departments can use to improve the accuracy. of eyewitness testimony. Support your proposal with ONE (1) relevant example. Elaborate your example in details. ,Synthesis
Oxidation is one of the most important thermal processes. Briefly discuss the characteristics of dry oxidation. ,Comprehension
Compare FOUR (4) point of views of entrepreneurs with FOUR (4) for managers the way they look at the things.,Analysis
Draw and label an Eisenthal-Cornish-Bowden direct plot. Explain how kinetic parameters could be determined from this plot. ,Application
Identify FIVE (5) Maslow's Hierarchy of Needs based on organizational context. ,Knowledge
State the four different bias modes of a BJT and explain how they are obtained. ,Comprehension
Analyze and explain the critical purpose of the components design of a raking shore to avoid façade retention failure. ,Analysis
Compare and contrast the two items and produce a summary of their similarities and differences,Analysis
Propose any TWO (2) alternative solutions from organization structures perspective to facilitate the KM practice. Justify your answers with short elaborations.,Evaluation
Assess the appropriateness of an author's conclusions based on the evidence given.,Evaluation
State the SIX categories in soil taxonomy. ,Knowledge
Justify whether the enzyme after step 'Size-exclusion chromatography' is pure. Suggest a method to estimate the purity of the enzyme preparation. ,Evaluation
